speaker,language,clip,phone,vot_ms
VM19A,C,0,g,51.00000000000001
VM19A,C,1,k,93.0
VM19A,C,10,k,52.00000000000001
VM19A,C,100,g,79.0
VM19A,C,101,g,71.0
VM19A,C,102,g,28.999999999999996
VM19A,C,103,g,20.000000000000004
VM19A,C,104,g,21.999999999999993
VM19A,C,105,g,43.0
VM19A,C,106,g,108.0
VM19A,C,107,g,13.999999999999998
VM19A,C,108,g,45.0
VM19A,C,109,g,39.99999999999999
VM19A,C,11,g,18.000000000000004
VM19A,C,110,g,31.0
VM19A,C,111,g,32.0
VM19A,C,112,g,57.99999999999999
VM19A,C,113,g,31.0
VM19A,C,114,g,33.0
VM19A,C,115,g,36.00000000000001
VM19A,C,116,g,31.0
VM19A,C,117,g,17.0
VM19A,C,118,g,36.99999999999999
VM19A,C,119,g,5.000000000000004
VM19A,C,12,k,65.0
VM19A,C,120,g,38.00000000000001
VM19A,C,121,g,37.99999999999999
VM19A,C,122,g,44.000000000000014
VM19A,C,123,k,59.000000000000014
VM19A,C,124,g,23.000000000000007
VM19A,C,125,g,28.999999999999996
VM19A,C,126,g,17.99999999999999
VM19A,C,127,k,36.00000000000001
VM19A,C,128,g,31.0
VM19A,C,129,k,75.0
VM19A,C,13,k,91.00000000000001
VM19A,C,130,g,84.99999999999999
VM19A,C,131,k,59.000000000000014
VM19A,C,132,g,70.0
VM19A,C,133,g,33.999999999999986
VM19A,C,134,g,30.000000000000014
VM19A,C,135,g,49.0
VM19A,C,136,g,32.99999999999999
VM19A,C,137,g,38.00000000000001
VM19A,C,138,g,36.00000000000001
VM19A,C,139,g,19.000000000000004
VM19A,C,14,k,59.000000000000014
VM19A,C,140,g,60.0
VM19A,C,141,g,24.0
VM19A,C,142,g,17.000000000000007
VM19A,C,143,g,26.999999999999996
VM19A,C,144,g,5.000000000000004
VM19A,C,145,g,28.999999999999996
VM19A,C,146,g,34.000000000000014
VM19A,C,147,g,25.999999999999996
VM19A,C,148,g,39.00000000000001
VM19A,C,149,g,113.99999999999999
VM19A,C,15,g,24.999999999999993
VM19A,C,150,g,5.000000000000004
VM19A,C,151,g,8.000000000000007
VM19A,C,152,g,23.999999999999993
VM19A,C,153,g,39.00000000000001
VM19A,C,16,g,11.00000000000001
VM19A,C,17,g,76.0
VM19A,C,18,g,27.999999999999996
VM19A,C,19,g,27.999999999999996
VM19A,C,2,k,96.99999999999999
VM19A,C,20,g,20.000000000000004
VM19A,C,21,k,50.0
VM19A,C,22,k,73.0
VM19A,C,23,gw,62.0
VM19A,C,24,g,28.00000000000001
VM19A,C,25,k,55.99999999999999
VM19A,C,26,g,4.999999999999997
VM19A,C,27,g,61.999999999999986
VM19A,C,28,g,64.00000000000001
VM19A,C,29,g,104.00000000000001
VM19A,C,3,g,41.99999999999999
VM19A,C,30,k,61.000000000000014
VM19A,C,31,g,37.00000000000001
VM19A,C,32,g,24.000000000000007
VM19A,C,33,g,28.999999999999996
VM19A,C,34,g,24.999999999999993
VM19A,C,35,gw,26.999999999999996
VM19A,C,36,g,5.000000000000004
VM19A,C,37,g,39.99999999999999
VM19A,C,38,k,81.99999999999999
VM19A,C,39,g,73.00000000000001
VM19A,C,4,g,40.99999999999999
VM19A,C,40,k,77.99999999999999
VM19A,C,41,g,89.0
VM19A,C,42,k,91.00000000000001
VM19A,C,43,k,80.00000000000001
VM19A,C,44,k,75.0
VM19A,C,45,k,44.999999999999986
VM19A,C,46,g,98.99999999999999
VM19A,C,47,g,26.999999999999996
VM19A,C,48,g,35.0
VM19A,C,49,g,137.0
VM19A,C,5,k,69.0
VM19A,C,50,g,48.0
VM19A,C,51,g,38.00000000000001
VM19A,C,52,k,72.00000000000001
VM19A,C,53,g,95.00000000000001
VM19A,C,54,g,34.0
VM19A,C,55,g,9.000000000000007
VM19A,C,56,g,73.0
VM19A,C,57,k,49.0
VM19A,C,58,g,23.999999999999993
VM19A,C,59,k,44.000000000000014
VM19A,C,6,g,56.00000000000001
VM19A,C,60,k,48.0
VM19A,C,61,g,34.0
VM19A,C,62,g,5.000000000000004
VM19A,C,63,g,31.0
VM19A,C,64,k,90.0
VM19A,C,65,g,25.999999999999996
VM19A,C,66,g,32.0
VM19A,C,67,g,53.0
VM19A,C,68,g,20.000000000000004
VM19A,C,69,g,26.999999999999996
VM19A,C,7,k,88.00000000000001
VM19A,C,70,k,68.00000000000001
VM19A,C,71,g,53.00000000000001
VM19A,C,72,g,44.0
VM19A,C,73,g,60.0
VM19A,C,74,g,37.00000000000001
VM19A,C,75,k,67.99999999999999
VM19A,C,76,k,66.99999999999999
VM19A,C,77,k,75.99999999999999
VM19A,C,78,k,53.00000000000001
VM19A,C,79,g,5.000000000000004
VM19A,C,8,g,22.000000000000007
VM19A,C,80,k,66.0
VM19A,C,81,g,41.99999999999999
VM19A,C,82,g,28.00000000000001
VM19A,C,83,k,64.00000000000001
VM19A,C,84,g,28.000000000000004
VM19A,C,85,k,38.99999999999999
VM19A,C,86,g,52.0
VM19A,C,87,g,68.99999999999999
VM19A,C,88,g,24.999999999999993
VM19A,C,89,k,67.99999999999999
VM19A,C,9,g,20.000000000000004
VM19A,C,90,k,50.0
VM19A,C,91,g,44.0
VM19A,C,92,k,71.0
VM19A,C,93,g,5.000000000000004
VM19A,C,94,g,36.99999999999999
VM19A,C,95,g,28.999999999999996
VM19A,C,96,g,25.999999999999996
VM19A,C,97,g,59.0
VM19A,C,98,g,19.99999999999999
VM19A,C,99,g,25.000000000000007
VM19A,E,0,G,22.999999999999993
VM19A,E,1,K,5.000000000000004
VM19A,E,10,G,13.999999999999998
VM19A,E,100,G,39.0
VM19A,E,101,G,80.0
VM19A,E,102,G,27.00000000000001
VM19A,E,103,K,4.99999999999999
VM19A,E,104,K,65.0
VM19A,E,105,K,5.000000000000004
VM19A,E,106,K,72.0
VM19A,E,107,K,72.00000000000001
VM19A,E,108,K,55.99999999999999
VM19A,E,109,K,5.000000000000004
VM19A,E,11,G,4.99999999999999
VM19A,E,110,K,5.000000000000004
VM19A,E,111,K,61.999999999999986
VM19A,E,112,K,63.999999999999986
VM19A,E,113,K,60.0
VM19A,E,114,G,38.99999999999999
VM19A,E,115,K,52.00000000000001
VM19A,E,116,K,69.99999999999999
VM19A,E,117,G,31.0
VM19A,E,12,K,68.0
VM19A,E,13,K,49.0
VM19A,E,14,K,46.0
VM19A,E,15,K,67.99999999999999
VM19A,E,16,K,68.99999999999999
VM19A,E,17,G,52.00000000000001
VM19A,E,18,K,90.0
VM19A,E,19,K,5.000000000000004
VM19A,E,2,G,22.000000000000007
VM19A,E,20,G,25.999999999999996
VM19A,E,21,K,70.0
VM19A,E,22,G,30.0
VM19A,E,23,K,49.0
VM19A,E,24,K,40.99999999999999
VM19A,E,25,G,32.99999999999999
VM19A,E,26,K,68.99999999999999
VM19A,E,27,K,34.0
VM19A,E,28,K,61.0
VM19A,E,29,G,48.0
VM19A,E,3,K,57.00000000000001
VM19A,E,30,G,34.0
VM19A,E,31,G,33.99999999999999
VM19A,E,32,K,61.0
VM19A,E,33,K,49.0
VM19A,E,34,G,57.99999999999999
VM19A,E,35,G,34.0
VM19A,E,36,G,22.000000000000007
VM19A,E,37,K,83.99999999999999
VM19A,E,38,K,76.00000000000001
VM19A,E,39,G,88.0
VM19A,E,4,K,46.999999999999986
VM19A,E,40,K,37.0
VM19A,E,41,G,55.00000000000001
VM19A,E,42,K,30.0
VM19A,E,43,K,58.999999999999986
VM19A,E,44,K,67.00000000000001
VM19A,E,45,K,80.99999999999999
VM19A,E,46,K,57.00000000000001
VM19A,E,47,K,49.0
VM19A,E,48,K,37.00000000000001
VM19A,E,49,K,51.99999999999999
VM19A,E,5,G,53.00000000000001
VM19A,E,50,K,69.0
VM19A,E,51,K,36.99999999999999
VM19A,E,52,K,45.0
VM19A,E,53,K,83.00000000000001
VM19A,E,54,K,56.99999999999999
VM19A,E,55,K,57.99999999999999
VM19A,E,56,K,61.999999999999986
VM19A,E,57,G,40.99999999999999
VM19A,E,58,K,71.0
VM19A,E,59,K,86.00000000000001
VM19A,E,6,G,9.000000000000002
VM19A,E,60,K,5.000000000000004
VM19A,E,61,G,34.0
VM19A,E,62,K,42.00000000000001
VM19A,E,63,K,37.00000000000001
VM19A,E,64,K,65.00000000000001
VM19A,E,65,G,34.0
VM19A,E,66,G,32.0
VM19A,E,67,K,64.00000000000001
VM19A,E,68,G,28.999999999999996
VM19A,E,69,K,56.99999999999998
VM19A,E,7,G,8.0
VM19A,E,70,K,98.0
VM19A,E,71,K,69.0
VM19A,E,72,K,39.99999999999999
VM19A,E,73,K,65.00000000000001
VM19A,E,74,G,23.0
VM19A,E,75,K,73.0
VM19A,E,76,K,63.0
VM19A,E,77,K,64.99999999999999
VM19A,E,78,G,43.0
VM19A,E,79,K,84.99999999999999
VM19A,E,8,K,70.0
VM19A,E,80,K,74.00000000000001
VM19A,E,81,K,38.99999999999999
VM19A,E,82,K,43.0
VM19A,E,83,K,77.00000000000001
VM19A,E,84,G,21.000000000000004
VM19A,E,85,G,33.99999999999999
VM19A,E,86,G,23.000000000000007
VM19A,E,87,K,110.0
VM19A,E,88,K,97.00000000000001
VM19A,E,89,K,100.99999999999999
VM19A,E,9,G,4.999999999999997
VM19A,E,90,K,43.00000000000001
VM19A,E,91,K,73.0
VM19A,E,92,K,86.0
VM19A,E,93,G,22.999999999999993
VM19A,E,94,K,5.000000000000004
VM19A,E,95,K,64.0
VM19A,E,96,K,59.000000000000014
VM19A,E,97,K,100.99999999999999
VM19A,E,98,K,4.999999999999977
VM19A,E,99,K,95.0
