speaker,language,clip,phone,vot_ms
VF19C,C,0,g,42.00000000000001
VF19C,C,1,g,48.0
VF19C,C,10,g,21.000000000000004
VF19C,C,100,g,31.0
VF19C,C,101,g,23.000000000000007
VF19C,C,102,g,27.999999999999996
VF19C,C,103,g,77.0
VF19C,C,104,g,16.0
VF19C,C,105,g,16.0
VF19C,C,106,g,10.999999999999996
VF19C,C,107,g,24.000000000000007
VF19C,C,108,g,22.000000000000007
VF19C,C,109,g,35.99999999999999
VF19C,C,11,g,16.0
VF19C,C,110,g,22.999999999999993
VF19C,C,111,g,34.0
VF19C,C,112,g,21.000000000000018
VF19C,C,113,gw,33.0
VF19C,C,114,k,73.0
VF19C,C,115,g,32.0
VF19C,C,116,g,5.000000000000004
VF19C,C,117,g,16.999999999999996
VF19C,C,118,g,4.999999999999997
VF19C,C,119,g,32.0
VF19C,C,12,g,15.0
VF19C,C,120,g,38.0
VF19C,C,121,k,63.0
VF19C,C,122,k,5.000000000000004
VF19C,C,123,g,5.000000000000004
VF19C,C,124,g,39.99999999999999
VF19C,C,125,g,36.99999999999999
VF19C,C,126,g,19.000000000000004
VF19C,C,127,g,28.999999999999996
VF19C,C,128,g,5.000000000000001
VF19C,C,129,g,17.0
VF19C,C,13,g,5.000000000000004
VF19C,C,130,g,30.0
VF19C,C,131,g,4.999999999999997
VF19C,C,132,k,5.000000000000004
VF19C,C,133,g,34.0
VF19C,C,134,g,36.00000000000001
VF19C,C,135,g,36.00000000000001
VF19C,C,136,gw,17.0
VF19C,C,137,k,62.999999999999986
VF19C,C,138,k,83.0
VF19C,C,139,g,73.0
VF19C,C,14,g,11.999999999999996
VF19C,C,140,g,19.000000000000004
VF19C,C,141,g,25.999999999999996
VF19C,C,142,g,49.0
VF19C,C,143,g,17.0
VF19C,C,144,g,5.000000000000004
VF19C,C,145,g,17.99999999999999
VF19C,C,146,g,23.000000000000007
VF19C,C,147,g,11.999999999999996
VF19C,C,148,g,40.99999999999999
VF19C,C,149,g,4.99999999999999
VF19C,C,15,g,15.0
VF19C,C,150,g,28.00000000000001
VF19C,C,151,g,72.0
VF19C,C,152,k,89.00000000000001
VF19C,C,153,g,5.000000000000004
VF19C,C,154,g,23.999999999999993
VF19C,C,155,g,4.99999999999999
VF19C,C,156,g,129.0
VF19C,C,157,g,24.999999999999993
VF19C,C,158,k,90.0
VF19C,C,159,g,4.999999999999997
VF19C,C,16,g,14.000000000000012
VF19C,C,160,g,48.0
VF19C,C,161,g,19.000000000000004
VF19C,C,162,g,60.00000000000001
VF19C,C,163,g,19.000000000000004
VF19C,C,164,k,107.0
VF19C,C,165,g,26.999999999999996
VF19C,C,166,gw,17.000000000000007
VF19C,C,167,g,27.999999999999996
VF19C,C,168,g,76.0
VF19C,C,169,g,38.00000000000001
VF19C,C,17,g,63.0
VF19C,C,170,g,4.99999999999999
VF19C,C,171,g,16.0
VF19C,C,172,g,71.0
VF19C,C,173,g,27.999999999999996
VF19C,C,174,g,30.0
VF19C,C,175,g,30.0
VF19C,C,176,g,5.000000000000004
VF19C,C,177,k,80.00000000000001
VF19C,C,178,g,189.0
VF19C,C,179,g,19.000000000000004
VF19C,C,18,g,24.000000000000007
VF19C,C,180,g,27.00000000000001
VF19C,C,181,g,19.000000000000004
VF19C,C,182,g,147.00000000000003
VF19C,C,183,g,27.00000000000001
