speaker,language,clip,phone,vot_ms
VM21C,C,0,g,15.0
VM21C,C,1,g,20.99999999999999
VM21C,C,10,g,30.0
VM21C,C,100,g,4.99999999999999
VM21C,C,101,k,120.0
VM21C,C,102,k,89.0
VM21C,C,103,g,4.99999999999999
VM21C,C,104,g,19.99999999999999
VM21C,C,105,k,54.00000000000001
VM21C,C,106,k,32.0
VM21C,C,107,g,100.99999999999999
VM21C,C,108,g,53.00000000000001
VM21C,C,109,g,4.999999999999997
VM21C,C,11,g,46.0
VM21C,C,110,g,31.000000000000007
VM21C,C,111,g,60.999999999999986
VM21C,C,112,k,61.0
VM21C,C,113,gw,12.999999999999998
VM21C,C,114,g,5.000000000000004
VM21C,C,115,g,48.99999999999999
VM21C,C,116,g,24.000000000000007
VM21C,C,117,g,50.99999999999999
VM21C,C,118,g,9.999999999999995
VM21C,C,119,g,49.0
VM21C,C,12,g,41.99999999999999
VM21C,C,120,g,16.999999999999993
VM21C,C,121,g,20.99999999999999
VM21C,C,122,g,5.000000000000004
VM21C,C,123,g,55.00000000000001
VM21C,C,124,g,21.999999999999993
VM21C,C,125,g,26.999999999999996
VM21C,C,126,g,21.000000000000004
VM21C,C,127,g,5.000000000000001
VM21C,C,128,g,13.999999999999991
VM21C,C,129,g,13.999999999999998
VM21C,C,13,k,5.000000000000004
VM21C,C,130,g,28.999999999999996
VM21C,C,131,g,35.0
VM21C,C,132,g,22.999999999999993
VM21C,C,133,g,152.0
VM21C,C,134,gw,27.999999999999996
VM21C,C,135,g,13.999999999999998
VM21C,C,136,k,50.0
VM21C,C,137,g,16.0
VM21C,C,138,g,25.999999999999996
VM21C,C,139,g,10.000000000000009
VM21C,C,14,k,56.0
VM21C,C,140,g,5.000000000000004
VM21C,C,141,k,77.0
VM21C,C,142,g,4.99999999999999
VM21C,C,143,g,17.99999999999999
VM21C,C,144,g,5.000000000000004
VM21C,C,145,g,5.000000000000004
VM21C,C,146,g,24.000000000000007
VM21C,C,147,g,41.99999999999999
VM21C,C,148,g,40.00000000000001
VM21C,C,149,g,5.000000000000004
VM21C,C,15,k,47.0
VM21C,C,150,g,27.00000000000001
VM21C,C,151,k,4.99999999999999
VM21C,C,152,g,5.000000000000004
VM21C,C,153,g,23.000000000000007
VM21C,C,154,k,5.000000000000004
VM21C,C,155,k,61.000000000000014
VM21C,C,156,k,5.000000000000004
VM21C,C,157,g,18.000000000000004
VM21C,C,158,g,9.999999999999995
VM21C,C,159,g,12.999999999999998
VM21C,C,16,g,31.0
VM21C,C,160,g,18.000000000000004
VM21C,C,161,k,33.0
VM21C,C,162,k,54.99999999999999
VM21C,C,163,g,71.0
VM21C,C,164,g,60.00000000000001
VM21C,C,165,g,4.99999999999999
VM21C,C,166,k,43.0
VM21C,C,167,g,22.000000000000007
VM21C,C,168,k,55.00000000000001
VM21C,C,169,k,47.0
VM21C,C,17,g,33.0
VM21C,C,170,k,5.000000000000004
VM21C,C,171,g,4.99999999999999
VM21C,C,172,k,5.000000000000004
VM21C,C,173,g,5.000000000000004
VM21C,C,174,g,5.000000000000004
VM21C,C,175,k,17.0
VM21C,C,176,g,5.000000000000004
VM21C,C,177,g,5.000000000000004
VM21C,C,178,g,4.99999999999999
VM21C,C,179,k,53.99999999999999
VM21C,C,18,g,4.99999999999999
VM21C,C,180,k,64.0
VM21C,C,181,k,5.000000000000004
VM21C,C,182,g,4.999999999999997
VM21C,C,183,g,52.99999999999999
VM21C,C,184,g,5.000000000000004
VM21C,C,185,g,26.999999999999996
VM21C,C,186,k,5.000000000000004
VM21C,C,187,g,5.000000000000004
VM21C,C,188,g,33.00000000000001
VM21C,C,189,g,18.000000000000004
VM21C,C,19,g,158.0
VM21C,C,190,g,24.000000000000007
VM21C,C,191,g,194.0
VM21C,C,192,g,22.999999999999993
VM21C,C,193,g,20.000000000000004
VM21C,C,194,g,5.000000000000004
VM21C,C,195,g,4.99999999999999
VM21C,C,196,g,4.999999999999977
VM21C,C,197,g,5.000000000000004
VM21C,C,198,k,26.00000000000001
VM21C,C,199,k,52.99999999999999
VM21C,C,2,g,60.0
VM21C,C,20,g,22.0
VM21C,C,200,k,82.0
VM21C,C,201,k,52.00000000000001
VM21C,C,202,k,5.000000000000004
VM21C,C,203,g,5.000000000000004
VM21C,C,204,g,16.0
VM21C,C,205,g,22.000000000000007
VM21C,C,206,g,32.0
VM21C,C,207,g,117.0
VM21C,C,208,g,27.999999999999996
VM21C,C,209,g,5.000000000000004
VM21C,C,21,g,22.000000000000007
VM21C,C,210,g,73.00000000000001
VM21C,C,211,g,20.000000000000004
VM21C,C,212,g,121.0
VM21C,C,213,k,68.0
VM21C,C,214,g,55.99999999999999
VM21C,C,215,g,19.000000000000004
VM21C,C,216,g,117.0
VM21C,C,217,g,16.0
VM21C,C,218,g,26.00000000000001
VM21C,C,219,g,141.0
VM21C,C,22,g,5.000000000000004
VM21C,C,220,gw,24.000000000000007
VM21C,C,221,k,58.00000000000001
VM21C,C,222,g,36.99999999999999
VM21C,C,223,g,16.0
VM21C,C,224,g,21.000000000000004
VM21C,C,225,g,7.000000000000006
VM21C,C,226,g,25.999999999999982
VM21C,C,227,g,25.000000000000007
VM21C,C,228,gw,52.0
VM21C,C,229,gw,4.99999999999999
VM21C,C,23,g,5.000000000000004
VM21C,C,230,g,5.000000000000004
VM21C,C,231,g,48.999999999999986
VM21C,C,232,g,23.999999999999993
VM21C,C,233,g,23.0
VM21C,C,234,g,52.0
VM21C,C,235,k,70.0
VM21C,C,236,g,34.0
VM21C,C,237,g,5.000000000000004
VM21C,C,238,g,28.999999999999996
VM21C,C,239,g,26.000000000000004
VM21C,C,24,g,34.0
VM21C,C,240,g,71.00000000000001
VM21C,C,241,g,4.99999999999999
VM21C,C,242,g,26.999999999999996
VM21C,C,243,g,20.999999999999996
VM21C,C,244,g,18.000000000000004
VM21C,C,245,g,51.00000000000001
VM21C,C,246,g,30.0
VM21C,C,247,g,5.000000000000004
VM21C,C,248,g,5.000000000000004
VM21C,C,249,g,52.0
VM21C,C,25,g,17.0
VM21C,C,250,g,5.000000000000004
VM21C,C,251,g,33.0
VM21C,C,252,g,61.000000000000014
VM21C,C,253,g,27.00000000000001
VM21C,C,254,k,118.00000000000001
VM21C,C,255,g,5.000000000000004
VM21C,C,256,g,61.0
VM21C,C,257,g,10.999999999999996
VM21C,C,258,g,14.000000000000005
