speaker,language,clip,phone,vot_ms
VF33B,C,0,g,19.000000000000004
VF33B,C,1,g,5.000000000000004
VF33B,C,10,k,128.0
VF33B,C,100,g,4.99999999999999
VF33B,C,101,g,27.999999999999996
VF33B,C,102,g,18.99999999999999
VF33B,C,103,g,32.0
VF33B,C,104,k,66.99999999999999
VF33B,C,105,g,24.999999999999993
VF33B,C,106,g,17.99999999999999
VF33B,C,107,g,68.99999999999999
VF33B,C,108,k,96.99999999999999
VF33B,C,109,g,26.000000000000004
VF33B,C,11,k,43.00000000000001
VF33B,C,110,g,5.000000000000004
VF33B,C,111,g,15.0
VF33B,C,112,g,44.0
VF33B,C,113,g,31.0
VF33B,C,114,g,5.000000000000004
VF33B,C,115,g,5.000000000000004
VF33B,C,116,g,5.000000000000004
VF33B,C,117,g,67.99999999999999
VF33B,C,118,g,40.0
VF33B,C,119,g,23.999999999999993
VF33B,C,12,k,22.999999999999993
VF33B,C,120,g,4.99999999999999
VF33B,C,121,g,23.999999999999993
VF33B,C,122,g,19.99999999999999
VF33B,C,123,g,25.999999999999996
VF33B,C,124,g,27.999999999999996
VF33B,C,125,g,45.0
VF33B,C,126,g,5.000000000000004
VF33B,C,127,g,5.000000000000004
VF33B,C,128,g,4.99999999999999
VF33B,C,129,g,17.99999999999999
VF33B,C,13,k,22.00000000000002
VF33B,C,130,g,5.000000000000001
VF33B,C,131,g,5.000000000000004
VF33B,C,132,g,19.999999999999996
VF33B,C,133,g,15.99999999999996
VF33B,C,134,g,27.000000000000004
VF33B,C,135,g,19.000000000000004
VF33B,C,136,gw,22.999999999999993
VF33B,C,137,g,31.0
VF33B,C,138,g,17.0
VF33B,C,139,g,23.000000000000007
VF33B,C,14,k,5.000000000000004
VF33B,C,140,g,74.0
VF33B,C,141,g,16.0
VF33B,C,142,g,88.0
VF33B,C,143,g,24.999999999999993
VF33B,C,144,g,25.999999999999996
VF33B,C,145,g,5.000000000000004
VF33B,C,146,g,24.999999999999993
VF33B,C,147,g,15.0
VF33B,C,148,k,58.00000000000001
VF33B,C,149,g,13.999999999999998
VF33B,C,15,k,13.999999999999998
