phone,minTime,maxTime,k total,kw total,g total,gw total
g,28.506,28.606,,,,
g,30.459,30.539,,,,
g,50.613,50.693,,,,
k,93.164,93.214,,,,
g,98.253,98.293,,,,
k,98.853,98.923,,,,
g,99.443,99.573,,,,
g,102.383,102.443,,,,
g,108.415,108.475,,,,
g,110.575,110.655,,,,
g,121.788,121.878,,,,
g,124.629,125.249,,,,
g,129.439,129.529,,,,
k,137.796,137.826,,,,
g,147.19,147.28,,,,
k,149.299,149.359,,,,
k,164.532,164.572,,,,
k,166.572,166.622,,,,
g,171.927,171.987,,,,
k,218.399,218.449,,,,
g,218.999,219.029,,,,
gw,247.156,247.266,,,,
g,270.023,270.093,,,,
g,272.679,272.739,,,,
k,277.522,277.572,,,,
g,291.562,291.612,,,,
g,322.787,322.837,,,,
g,327.187,327.237,,,,
k,331.651,331.681,,,,
g,337.069,337.149,,,,
g,350.248,350.338,,,,
g,375.985,376.055,,,,
g,380.433,380.473,,,,
g,385.852,385.892,,,,
g,386.402,386.462,,,,
g,390.807,390.857,,,,
g,419.379,419.429,,,,
g,459.439,459.489,,,,
g,470.629,470.669,,,,
g,474.749,474.779,,,,
k,482.57,482.72,,,,
g,486.37,486.44,,,,
g,499.082,499.132,,,,
g,508.872,508.992,,,,
g,524.199,524.259,,,,
g,531.349,531.449,,,,
g,549.354,549.424,,,,
g,552.325,552.425,,,,
g,555.533,555.643,,,,
k,556.943,556.973,,,,
g,560.908,560.958,,,,
g,563.366,563.406,,,,
g,571.449,571.499,,,,
g,578.065,578.135,,,,
g,582.745,582.875,,,,
g,585.155,585.205,,,,
g,586.255,586.365,,,,
g,588.285,588.345,,,,
k,590.135,590.175,,,,
g,592.006,592.046,,,,
g,594.686,594.746,,,,
g,595.496,595.556,,,,
g,599.158,599.248,,,,
g,600.438,600.508,,,,
g,600.578,600.678,,,,
g,636.851,636.891,,,,
g,639.049,639.109,,,,
k,641.829,641.869,,,,
g,660.348,660.388,,,,
g,660.868,660.958,,,,
k,665.763,665.813,,,,
g,680.043,680.083,,,,
g,698.287,698.337,,,,
g,699.117,699.227,,,,
g,707.707,707.757,,,,
g,711.277,711.387,,,,
g,715.547,715.597,,,,
g,715.877,715.947,,,,
g,728.696,728.736,,,,
g,765.778,765.828,,,,
gw,769.258,769.348,,,,
g,770.908,771.008,,,,
g,772.898,772.968,,,,
g,777.181,777.211,,,,
k,777.421,777.461,,,,
g,778.851,778.901,,,,
g,793.052,793.182,,,,
g,797.927,797.987,,,,
g,798.707,798.777,,,,
g,799.197,799.267,,,,
g,814.02,814.07,,,,
k,814.82,814.92,,,,
g,817.98,818.02,,,,
k,821.025,821.155,,,,
g,822.925,823.005,,,,
g,835.448,835.538,,,,
g,835.918,835.968,,,,
g,838.068,838.148,,,,
k,844.958,845.018,,,,
g,872.052,872.192,,,,
g,876.152,876.222,,,,
gw,876.382,876.452,,,,
g,880.787,880.867,,,,
g,881.377,881.437,,,,
g,893.607,893.697,,,,
gw,893.897,893.937,,,,
g,919.98,920.02,,,,
g,920.94,920.99,,,,
g,927.355,927.425,,,,
g,927.915,927.985,,,,
g,935.672,935.772,,,,
g,938.329,938.419,,,,
g,941.579,941.659,,,,
g,943.147,943.197,,,,
k,954.758,954.818,,,,
g,957.735,957.795,,,,
g,959.245,959.305,,,,
k,960.675,960.715,,,,
g,974.599,974.679,,,,
g,980.919,980.999,,,,
g,995.222,995.292,,,,
g,1009.367,1009.447,,,,
g,1013.554,1013.614,,,,
g,1034.995,1035.055,,,,
g,1035.575,1035.625,,,,
g,1041.674,1041.714,,,,
gw,1062.18,1062.21,,,,
g,1062.32,1062.39,,,,
g,1064.0,1064.03,,,,
g,1080.853,1080.903,,,,
g,1117.091,1117.131,,,,
g,1117.901,1117.961,,,,
g,1118.211,1118.281,,,,
g,1121.345,1121.475,,,,
g,1142.274,1142.354,,,,
k,1144.805,1144.845,,,,
g,1146.415,1146.485,,,,
gw,1147.775,1147.855,,,,
g,1148.475,1148.525,,,,
g,1150.959,1151.029,,,,
g,1153.576,1153.646,,,,
g,1157.196,1157.256,,,,
g,1168.479,1168.519,,,,
g,1170.899,1170.989,,,,
g,1171.779,1171.819,,,,
g,1180.692,1180.722,,,,
g,1186.441,1186.541,,,,
g,1208.106,1208.236,,,,
g,1215.269,1215.309,,,,
g,1220.11,1220.25,,,,
gw,1235.808,1235.898,,,,
g,1238.516,1238.566,,,,
g,1239.616,1239.726,,,,
g,1250.178,1250.218,,,,
g,1253.373,1253.513,,,,
k,1254.433,1254.463,,,,
g,1256.52,1256.56,,,,
g,1256.86,1256.96,,,,
g,1257.09,1257.14,,,,
g,1263.043,1263.133,,,,
k,1281.041,1281.151,,,,
g,1281.361,1281.411,,,,
g,1284.254,1284.344,,,,
g,1302.695,1302.745,,,,
g,1309.192,1309.242,,,,
g,1326.905,1326.955,,,,
g,1337.215,1337.245,,,,
g,1369.024,1369.074,,,,
g,1375.267,1375.327,,,,
g,1384.687,1384.727,,,,
g,1397.757,1397.797,,,,
g,1399.107,1399.137,,,,
k,1399.337,1399.407,,,,
g,1400.257,1400.317,,,,
g,1434.322,1434.402,,,,
g,1451.215,1451.295,,,,
k,1457.827,1457.947,,,,
g,1460.582,1460.612,,,,
g,1461.262,1461.292,,,,
g,1465.172,1465.252,,,,
k,1492.543,1492.573,,,,
k,1493.713,1493.743,,,,
g,1519.175,1519.215,,,,
g,1538.716,1538.766,,,,
g,1540.206,1540.306,,,,
g,1544.576,1544.686,,,,
g,1546.086,1546.126,,,,
g,1565.168,1565.198,,,,
g,1566.778,1566.848,,,,
g,1566.928,1567.018,,,,
g,1568.698,1568.768,,,,
g,1571.239,1571.279,,,,
g,1571.589,1571.639,,,,
g,1574.729,1574.819,,,,
g,1587.278,1587.358,,,,
gw,1591.702,1591.782,,,,
g,1600.849,1600.939,,,,
k,1629.78,1629.85,,,,
g,1632.158,1632.268,,,,
g,1664.402,1664.472,,,,
g,1667.753,1667.813,,,,
g,1695.538,1695.598,,,,
g,1696.838,1696.898,,,,
g,1702.513,1702.573,,,,
g,1747.262,1747.342,,,,
g,1753.344,1753.374,,,,
g,1757.41,1757.48,,,,
k,1757.52,1757.57,,,,
g,1767.778,1767.828,,,,
g,1767.968,1767.998,,,,
g,1769.358,1769.408,,,,
g,1775.196,1775.286,,,,
g,1775.396,1775.476,,,,
g,1804.654,1804.754,,,,
,,,29,0,177,8
