phone,minTime,maxTime,k total,kw total,g total,gw total
g,26.862,26.932,,,,
g,104.391,104.431,,,,
g,110.895,110.975,,,,
g,117.841,117.901,,,,
k,126.106,126.166,,,,
g,148.174,148.224,,,,
g,150.788,150.848,,,,
g,159.732,159.792,,,,
g,163.077,163.127,,,,
g,163.367,163.447,,,,
g,166.833,166.923,,,,
g,167.833,167.893,,,,
g,168.083,168.113,,,,
g,183.403,183.473,,,,
g,183.613,183.653,,,,
g,184.703,184.773,,,,
g,188.358,188.408,,,,
k,191.81,191.86,,,,
g,194.353,194.393,,,,
g,198.283,198.333,,,,
g,211.134,211.194,,,,
g,211.854,211.964,,,,
g,215.716,215.776,,,,
k,238.301,238.361,,,,
gw,238.931,238.961,,,,
k,245.818,245.878,,,,
k,255.092,255.122,,,,
g,255.962,256.022,,,,
g,261.875,261.955,,,,
k,262.845,262.935,,,,
g,266.031,266.081,,,,
k,268.021,268.071,,,,
k,268.311,268.341,,,,
g,269.071,269.141,,,,
g,270.912,270.952,,,,
g,271.162,271.242,,,,
k,284.631,284.671,,,,
k,287.511,287.541,,,,
g,291.586,291.636,,,,
g,293.896,293.966,,,,
g,295.391,295.441,,,,
k,323.872,323.902,,,,
gw,348.338,348.398,,,,
gw,352.978,353.058,,,,
g,383.184,383.254,,,,
g,384.279,384.329,,,,
k,386.279,386.399,,,,
g,386.639,386.689,,,,
g,387.506,387.566,,,,
g,392.749,392.779,,,,
k,395.006,395.056,,,,
k,403.707,403.757,,,,
g,406.057,406.097,,,,
g,422.262,422.302,,,,
g,424.048,424.098,,,,
g,426.058,426.088,,,,
g,454.306,454.346,,,,
k,455.076,455.106,,,,
g,474.676,474.726,,,,
g,474.936,474.986,,,,
k,476.153,476.203,,,,
g,482.479,482.539,,,,
k,483.659,483.709,,,,
g,485.039,485.219,,,,
g,485.419,485.459,,,,
g,485.599,485.649,,,,
g,486.339,486.419,,,,
g,487.781,487.891,,,,
g,489.401,489.581,,,,
k,490.321,490.381,,,,
g,511.273,511.343,,,,
k,512.776,512.836,,,,
k,518.295,518.325,,,,
gw,519.225,519.305,,,,
k,527.003,527.143,,,,
g,528.093,528.133,,,,
k,539.06,539.1,,,,
k,545.284,545.344,,,,
g,559.862,559.912,,,,
g,567.077,567.107,,,,
g,572.034,572.074,,,,
k,597.491,597.561,,,,
g,598.861,598.961,,,,
g,599.701,599.751,,,,
g,635.455,635.535,,,,
k,637.275,637.305,,,,
g,638.545,638.615,,,,
g,639.395,639.475,,,,
g,641.115,641.215,,,,
g,646.032,646.092,,,,
g,648.772,648.872,,,,
g,674.286,674.336,,,,
g,688.617,688.657,,,,
g,696.499,696.529,,,,
g,723.249,723.289,,,,
g,741.285,741.355,,,,
g,744.055,744.105,,,,
k,744.205,744.235,,,,
gw,747.072,747.132,,,,
k,748.542,748.582,,,,
k,750.422,750.452,,,,
g,761.284,761.334,,,,
g,804.361,804.401,,,,
g,809.744,809.794,,,,
g,810.804,810.844,,,,
k,811.634,811.694,,,,
k,813.317,813.377,,,,
g,816.887,816.967,,,,
g,821.757,821.807,,,,
k,822.307,822.367,,,,
g,840.04,840.09,,,,
g,840.64,840.67,,,,
g,849.228,849.258,,,,
g,869.739,869.769,,,,
k,885.853,885.913,,,,
g,894.078,894.138,,,,
gw,917.165,917.265,,,,
g,941.615,941.655,,,,
g,944.799,944.829,,,,
g,947.006,947.066,,,,
g,969.256,969.346,,,,
g,971.356,971.396,,,,
g,971.826,971.916,,,,
k,980.228,980.288,,,,
g,980.548,980.598,,,,
g,990.247,990.357,,,,
g,991.341,991.401,,,,
g,992.231,992.291,,,,
k,992.431,992.461,,,,
gw,1002.205,1002.245,,,,
g,1006.735,1006.835,,,,
g,1009.817,1009.857,,,,
k,1010.732,1010.792,,,,
g,1012.072,1012.112,,,,
g,1014.182,1014.242,,,,
k,1016.392,1016.442,,,,
k,1017.705,1017.755,,,,
g,1018.465,1018.525,,,,
g,1026.458,1026.528,,,,
g,1028.288,1028.348,,,,
g,1030.213,1030.273,,,,
g,1031.453,1031.533,,,,
g,1033.177,1033.247,,,,
g,1036.282,1036.312,,,,
g,1036.992,1037.042,,,,
k,1037.182,1037.232,,,,
g,1039.708,1039.748,,,,
g,1042.756,1042.796,,,,
g,1051.92,1051.99,,,,
g,1055.094,1055.164,,,,
g,1058.66,1058.72,,,,
g,1070.013,1070.093,,,,
g,1073.298,1073.348,,,,
gw,1091.566,1091.666,,,,
gw,1094.436,1094.536,,,,
g,1097.041,1097.161,,,,
g,1098.301,1098.401,,,,
g,1100.554,1100.624,,,,
g,1101.824,1101.884,,,,
g,1111.895,1111.955,,,,
g,1112.385,1112.455,,,,
g,1116.415,1116.505,,,,
g,1118.115,1118.295,,,,
k,1118.495,1118.545,,,,
k,1127.184,1127.234,,,,
k,1131.614,1131.654,,,,
g,1186.755,1186.815,,,,
g,1190.031,1190.091,,,,
g,1202.243,1202.303,,,,
k,1211.291,1211.341,,,,
k,1212.072,1212.102,,,,
g,1216.002,1216.032,,,,
gw,1224.132,1224.202,,,,
g,1225.192,1225.242,,,,
gw,1237.593,1237.713,,,,
gw,1238.473,1238.553,,,,
g,1248.883,1248.943,,,,
g,1265.918,1265.978,,,,
k,1274.174,1274.204,,,,
g,1275.144,1275.204,,,,
g,1285.294,1285.364,,,,
g,1303.283,1303.333,,,,
g,1309.002,1309.042,,,,
g,1309.162,1309.212,,,,
g,1311.666,1311.746,,,,
g,1314.516,1314.586,,,,
k,1318.929,1318.979,,,,
g,1324.64,1324.69,,,,
g,1331.822,1331.902,,,,
g,1335.374,1335.414,,,,
g,1338.633,1338.683,,,,
g,1339.527,1339.607,,,,
g,1342.987,1343.077,,,,
k,1346.306,1346.356,,,,
k,1349.261,1349.311,,,,
g,1390.5,1390.54,,,,
g,1390.87,1390.91,,,,
k,1417.172,1417.212,,,,
g,1425.728,1425.818,,,,
g,1430.924,1430.964,,,,
k,1431.114,1431.144,,,,
k,1446.708,1446.768,,,,
g,1450.592,1450.662,,,,
gw,1472.084,1472.134,,,,
gw,1473.004,1473.044,,,,
g,1474.064,1474.104,,,,
k,1494.463,1494.503,,,,
k,1495.023,1495.053,,,,
g,1495.383,1495.463,,,,
g,1495.923,1495.993,,,,
g,1497.163,1497.223,,,,
k,1509.097,1509.127,,,,
g,1535.684,1535.784,,,,
g,1557.705,1557.775,,,,
gw,1586.712,1586.822,,,,
k,1624.368,1624.398,,,,
g,1644.878,1644.948,,,,
g,1645.278,1645.328,,,,
g,1645.578,1645.648,,,,
g,1681.837,1681.887,,,,
g,1713.752,1713.782,,,,
g,1714.562,1714.732,,,,
g,1734.315,1734.375,,,,
g,1734.575,1734.645,,,,
g,1752.608,1752.678,,,,
g,1772.871,1772.941,,,,
g,1802.387,1802.437,,,,
g,1803.907,1804.037,,,,
,,,54,0,159,15
