phone,minTime,maxTime
k,62.76,62.83
k,72.142,72.232
k,90.184,90.264
k,133.302,133.332
k,135.975,136.035
k,143.049,143.109
k,146.623,146.653
k,153.506,153.546
k,158.082,158.132
k,171.904,171.964
k,187.528,187.578
k,188.938,188.998
k,191.972,192.002
k,232.88,232.92
k,234.08,234.11
k,241.196,241.246
k,288.454,288.494
k,324.065,324.105
k,324.105,324.185
k,356.17,356.23
k,359.18,359.23
k,361.96,362.0
k,364.49,365.04
k,366.25,366.3
k,366.74,366.78
k,367.12,367.2
k,369.714,369.764
k,371.844,371.924
k,397.14,397.17
k,399.05,399.09
k,399.09,399.15
k,407.345,407.375
k,407.435,407.465
k,424.582,424.632
k,424.632,424.762
k,425.102,425.212
k,469.586,469.616
k,471.626,471.656
k,471.726,471.766
k,487.795,487.845
k,487.935,487.965
k,533.046,533.076
k,533.186,533.226
k,539.345,539.425
k,539.855,539.885
k,564.999,565.029
k,573.834,573.904
k,594.35,594.58
k,601.54,601.61
k,602.86,602.89
k,604.43,604.49
k,636.224,636.304
k,643.161,643.211
k,644.471,644.501
k,664.014,664.104
k,677.596,677.626
k,680.796,680.826
k,680.826,680.886
k,687.553,687.583
k,688.173,688.253
k,690.495,690.535
k,692.155,692.195
k,696.486,696.516
k,696.586,696.626
k,697.846,697.876
k,697.936,698.006
k,699.366,699.416
k,705.908,705.938
k,705.938,706.008
k,709.398,709.428
k,709.428,709.518
k,711.95,712.01
k,712.93,712.96
k,713.05,713.1
k,717.23,717.26
k,717.26,717.36
k,719.118,719.148
k,730.79,730.84
k,735.596,735.676
k,742.285,742.345
k,743.545,743.575
k,743.785,743.845
k,746.625,746.695
k,769.394,769.434
k,769.554,769.604
k,773.094,773.144
k,773.214,773.244
k,773.724,773.754
k,781.804,781.884
k,802.674,802.704
k,855.568,855.678
k,869.452,869.522
k,873.406,873.436
k,877.52,877.55
k,888.486,888.516
k,888.676,888.746
k,892.352,892.392
k,904.942,904.972
k,907.732,907.782
k,915.747,915.837
k,916.607,916.657
k,919.457,919.497
k,923.381,923.421
k,936.371,936.481
k,941.675,941.735
k,942.335,942.365
k,942.915,942.965
k,959.584,959.664
k,964.92,964.95
k,967.837,967.877
k,981.25,981.28
k,987.158,987.218
k,1002.7,1002.8
k,1003.14,1003.22
k,1005.09,1005.21
k,1036.138,1036.258
k,1099.013,1099.063
k,1104.134,1104.164
k,1119.82,1119.89
k,1132.432,1132.542
k,1132.972,1133.042
k,1136.274,1136.304
k,1136.434,1136.464
k,1136.564,1136.594
k,1141.828,1141.868
k,1141.948,1141.978
k,1144.078,1144.118
k,1146.668,1146.698
k,1146.758,1146.798
k,1147.758,1147.788
k,1170.34,1170.37
k,1172.03,1172.06
k,1211.096,1211.126
k,1227.16,1227.22
k,1232.922,1232.962
k,1283.826,1283.896
k,1316.014,1316.054
k,1317.324,1317.364
k,1324.335,1324.365
k,1324.445,1324.505
k,1328.014,1328.054
k,1334.37,1334.4
k,1334.47,1334.52
k,1334.94,1334.97
k,1340.181,1340.241
k,1340.971,1341.001
k,1343.122,1343.152
k,1344.182,1344.262
k,1372.134,1372.164
k,1372.164,1372.214
k,1382.928,1382.958
k,1383.018,1383.078
k,1387.789,1387.849
k,1398.67,1398.7
k,1398.77,1398.81
k,1422.692,1422.752
k,1437.392,1437.432
k,1437.432,1437.512
k,1438.332,1438.582
k,1454.24,1454.29
k,1462.85,1462.9
k,1463.15,1463.2
k,1481.256,1481.286
k,1481.386,1481.426
k,1481.916,1482.036
k,1484.596,1484.706
k,1491.077,1491.127
k,1491.747,1491.777
k,1495.023,1495.083
k,1495.913,1495.953
k,1504.36,1504.42
k,1505.697,1505.747
k,1507.547,1507.587
k,1507.967,1507.997
k,1527.328,1527.368
k,1530.088,1530.138
k,1533.608,1533.648
k,1537.482,1537.512
k,1558.934,1558.964
k,1565.976,1566.006
k,1569.516,1569.566
k,1579.652,1579.682
k,1580.892,1580.962
k,1584.98,1585.04
k,1589.538,1589.588
k,1592.048,1592.088
k,1595.58,1595.62
k,1632.548,1632.708
k,1643.581,1643.631
k,1681.502,1681.992
k,1682.592,1682.622
k,1723.49,1723.53
k,1748.866,1748.936
k,1751.416,1751.506
k,1762.056,1762.086
k,1763.686,1763.776
k,1764.316,1764.366
k,1764.366,1764.416
k,1764.976,1765.076
k,1786.5,1786.53
k,1786.59,1786.62
k,1789.987,1790.017
