phone,minTime,maxTime
k,25.787,25.847
k,33.794,33.874
k,49.657,49.727
k,65.212,65.312
k,126.106,126.166
k,130.749,130.779
k,131.249,131.299
k,131.299,131.389
k,152.968,153.008
k,189.778,189.808
k,191.81,191.86
k,199.663,199.713
k,238.301,238.361
k,245.818,245.878
k,255.092,255.122
k,260.675,260.715
k,261.065,261.095
k,262.845,262.935
k,265.981,266.031
k,266.911,266.991
k,268.021,268.071
k,268.311,268.341
k,271.632,271.752
k,274.05,274.09
k,284.631,284.671
k,287.511,287.541
k,296.071,296.121
k,297.371,297.401
k,319.539,319.589
k,323.872,323.902
k,334.942,335.042
k,339.835,339.885
k,341.235,341.375
k,353.448,353.498
k,359.951,360.001
k,366.275,366.515
k,381.214,381.274
k,382.074,382.134
k,382.634,382.734
k,382.984,383.014
k,386.279,386.399
k,386.609,386.639
k,386.949,387.199
k,389.459,389.529
k,390.319,390.359
k,390.599,390.749
k,395.006,395.056
k,403.707,403.757
k,404.797,404.887
k,425.838,425.888
k,427.388,427.488
k,445.532,445.622
k,452.016,452.046
k,455.076,455.106
k,455.376,455.416
k,467.991,468.051
k,472.746,472.906
k,476.153,476.203
k,483.659,483.709
k,490.321,490.381
k,512.776,512.836
k,515.586,515.776
k,517.585,517.685
k,518.295,518.325
k,524.073,524.123
k,527.003,527.143
k,539.06,539.1
k,545.284,545.344
k,560.522,560.592
k,568.727,568.957
k,571.304,571.354
k,571.544,571.574
k,571.714,571.784
k,572.004,572.034
k,572.284,572.384
k,597.491,597.561
k,603.778,603.828
k,610.687,610.727
k,634.945,635.005
k,637.275,637.305
k,638.045,638.105
k,642.255,642.285
k,677.626,677.756
k,690.596,690.636
k,700.481,700.551
k,723.579,723.619
k,723.719,723.799
k,725.158,725.188
k,737.81,737.84
k,744.205,744.235
k,748.542,748.582
k,750.422,750.452
k,751.052,751.082
k,795.621,795.701
k,810.694,810.804
k,811.634,811.694
k,813.317,813.377
k,815.297,815.367
k,815.367,815.487
k,820.097,820.147
k,822.307,822.367
k,822.957,822.997
k,843.593,843.623
k,843.693,843.773
k,856.023,856.053
k,856.113,856.293
k,865.897,865.997
k,866.117,866.227
k,871.109,871.179
k,885.853,885.913
k,893.308,893.348
k,893.418,893.468
k,935.381,935.411
k,935.471,935.551
k,942.685,942.735
k,942.855,942.975
k,971.026,971.076
k,972.026,972.066
k,973.196,973.376
k,977.335,977.405
k,978.085,978.115
k,978.195,978.235
k,980.228,980.288
k,985.462,985.502
k,985.602,985.642
k,992.431,992.461
k,994.301,994.361
k,1001.915,1001.945
k,1002.015,1002.095
k,1005.375,1005.435
k,1010.732,1010.792
k,1011.502,1011.572
k,1016.232,1016.262
k,1016.342,1016.392
k,1016.392,1016.442
k,1017.705,1017.755
k,1026.868,1026.918
k,1032.063,1032.203
k,1035.127,1035.157
k,1037.182,1037.232
k,1043.086,1043.116
k,1043.176,1043.206
k,1054.294,1054.344
k,1113.035,1113.115
k,1116.335,1116.415
k,1118.495,1118.545
k,1127.184,1127.234
k,1127.444,1127.474
k,1131.614,1131.654
k,1137.615,1137.655
k,1140.855,1140.885
k,1152.985,1153.075
k,1191.871,1191.911
k,1209.141,1209.171
k,1210.131,1210.201
k,1211.291,1211.341
k,1212.072,1212.102
k,1220.627,1220.657
k,1220.717,1220.747
k,1221.177,1221.237
k,1234.291,1234.361
k,1248.843,1248.883
k,1268.713,1268.753
k,1273.228,1273.308
k,1274.174,1274.204
k,1274.934,1274.964
k,1280.424,1280.454
k,1289.586,1289.616
k,1303.183,1303.283
k,1318.929,1318.979
k,1329.967,1330.027
k,1346.306,1346.356
k,1349.261,1349.311
k,1385.287,1385.327
k,1385.397,1385.507
k,1413.493,1413.533
k,1413.603,1413.663
k,1417.172,1417.212
k,1426.128,1426.198
k,1427.754,1427.794
k,1427.854,1427.884
k,1428.904,1429.004
k,1430.544,1430.664
k,1431.114,1431.144
k,1446.708,1446.768
k,1450.102,1450.182
k,1450.512,1450.592
k,1451.342,1451.382
k,1451.482,1451.692
k,1454.401,1454.461
k,1456.592,1456.752
k,1468.985,1469.025
k,1469.735,1469.785
k,1473.384,1473.474
k,1477.52,1477.55
k,1494.463,1494.503
k,1495.023,1495.053
k,1508.687,1508.717
k,1509.097,1509.127
k,1523.437,1523.477
k,1524.967,1524.997
k,1547.206,1547.256
k,1562.029,1562.069
k,1562.069,1562.139
k,1570.507,1570.537
k,1571.187,1571.227
k,1578.617,1578.647
k,1578.707,1578.847
k,1579.957,1579.997
k,1580.087,1580.137
k,1580.227,1580.377
k,1586.052,1586.092
k,1586.172,1586.432
k,1603.603,1603.683
k,1604.473,1604.503
k,1624.368,1624.398
k,1637.811,1637.851
k,1637.981,1638.061
k,1640.348,1640.388
k,1640.518,1640.648
k,1641.998,1642.048
k,1643.558,1643.608
k,1643.738,1643.888
k,1647.666,1647.696
k,1647.776,1647.806
k,1667.516,1667.686
k,1675.319,1675.449
k,1678.332,1678.372
k,1681.307,1681.337
k,1706.612,1706.792
k,1710.143,1710.233
k,1716.452,1716.502
k,1750.8,1750.87
k,1754.488,1754.528
k,1760.376,1760.486
k,1781.64,1781.75
k,1782.17,1782.24
k,1783.14,1783.18
k,1783.18,1783.3
k,1788.566,1788.646
k,1803.687,1803.807
