phone,minTime,maxTime
k,30.481,30.531
k,44.299,44.469
k,67.083,67.143
k,109.796,109.846
k,114.505,114.575
k,114.715,114.765
k,114.765,114.815
k,119.558,119.698
k,123.458,123.598
k,129.922,129.972
k,130.662,130.742
k,136.895,136.965
k,138.245,138.355
k,141.381,141.451
k,147.8,147.85
k,154.713,154.783
k,157.513,157.663
k,159.677,159.747
k,182.159,182.219
k,184.827,184.887
k,184.887,184.937
k,188.277,188.367
k,192.359,192.389
k,211.101,211.161
k,237.167,237.227
k,239.259,239.289
k,256.041,256.241
k,258.261,258.371
k,263.239,263.319
k,272.303,272.373
k,284.118,284.228
k,306.236,306.336
k,308.396,308.456
k,314.483,314.553
k,322.877,322.937
k,330.643,330.753
k,331.253,331.333
k,338.285,338.355
k,339.499,339.579
k,354.179,354.259
k,356.269,356.329
k,360.129,360.169
k,376.92,376.96
k,387.257,387.287
k,425.412,425.492
k,426.909,426.989
k,428.399,428.469
k,428.809,428.889
k,439.768,439.828
k,442.978,443.048
k,444.274,444.374
k,444.464,444.524
k,446.204,446.234
k,467.423,467.463
k,476.563,476.633
k,481.433,481.503
k,481.583,481.623
k,481.883,481.993
k,482.553,482.593
k,507.137,507.207
k,507.747,507.817
k,521.561,521.621
k,522.131,522.181
k,525.991,526.061
k,530.067,530.137
k,536.424,536.454
k,555.747,555.827
k,559.896,560.206
k,567.049,567.089
k,585.595,585.645
k,610.846,610.926
k,613.63,613.79
k,646.412,646.472
k,656.777,656.827
k,657.457,657.517
k,674.349,674.439
k,674.559,674.819
k,677.539,677.579
k,678.419,678.489
k,680.358,680.418
k,685.117,685.187
k,687.6,687.69
k,687.83,687.88
k,688.51,688.58
k,693.529,693.629
k,699.719,699.779
k,720.35,720.4
k,729.138,729.228
k,734.183,734.243
k,734.553,734.683
k,744.837,744.877
k,748.804,748.844
k,749.074,749.124
k,753.622,753.652
k,758.24,758.3
k,779.888,779.938
k,787.492,787.572
k,791.975,792.035
k,801.157,801.217
k,837.06,837.38
k,848.703,848.823
k,853.593,853.673
k,892.293,892.423
k,901.569,901.649
k,905.304,905.364
k,905.364,905.414
k,906.234,906.694
k,954.243,954.283
k,965.28,965.32
k,976.141,976.191
k,978.381,978.471
k,979.771,979.831
k,986.681,986.721
k,988.832,988.862
k,995.675,995.755
k,997.685,997.735
k,1002.021,1002.061
k,1005.011,1005.061
k,1025.668,1025.768
k,1030.855,1030.915
k,1037.199,1037.249
k,1042.394,1042.434
k,1042.524,1042.564
k,1042.564,1042.634
k,1047.113,1047.173
k,1060.543,1060.603
k,1063.847,1063.907
k,1083.125,1083.185
k,1085.78,1085.87
k,1087.4,1087.47
k,1091.557,1091.617
k,1097.828,1097.858
k,1100.368,1101.288
k,1102.708,1102.768
k,1106.691,1106.731
k,1109.441,1109.491
k,1116.952,1117.012
k,1117.482,1117.582
k,1117.742,1117.772
k,1119.022,1119.122
k,1137.56,1137.63
k,1138.01,1138.07
k,1138.19,1138.23
k,1145.207,1145.327
k,1149.832,1149.912
k,1198.775,1198.835
k,1199.375,1199.445
k,1203.567,1203.657
k,1232.008,1232.088
k,1232.928,1232.988
k,1233.108,1233.158
k,1274.056,1274.146
k,1289.949,1290.029
k,1295.917,1295.987
k,1306.175,1306.225
k,1309.697,1309.777
k,1313.573,1313.623
k,1321.892,1322.042
k,1324.292,1324.332
k,1332.121,1332.201
k,1332.751,1332.791
k,1332.871,1332.931
k,1339.122,1339.172
k,1339.302,1339.402
k,1342.473,1342.563
k,1354.399,1354.459
k,1355.029,1355.069
k,1355.789,1355.839
k,1356.799,1356.859
k,1361.621,1361.661
k,1368.507,1368.557
k,1368.687,1368.827
k,1397.146,1397.206
k,1423.347,1423.397
k,1436.189,1436.239
k,1444.722,1444.792
k,1446.929,1446.989
k,1456.939,1457.029
k,1457.219,1457.259
k,1486.379,1486.479
k,1494.216,1494.286
k,1502.343,1502.383
k,1505.901,1505.941
k,1506.001,1506.031
k,1514.861,1514.891
k,1517.511,1517.621
k,1520.671,1520.731
k,1527.622,1527.692
k,1528.162,1528.262
k,1529.372,1529.432
k,1529.932,1530.012
k,1532.578,1532.618
k,1533.328,1533.358
k,1534.028,1534.068
k,1536.68,1536.72
k,1536.89,1536.98
k,1537.87,1537.95
k,1538.27,1538.36
k,1543.984,1544.064
k,1549.938,1549.998
k,1551.328,1551.428
k,1558.513,1558.613
k,1562.154,1562.204
k,1567.81,1567.88
k,1568.37,1568.4
k,1571.168,1571.308
k,1575.398,1575.428
k,1576.488,1576.558
k,1580.724,1580.764
