phone,minTime,maxTime
k,25.147,25.417
k,32.263,32.413
k,46.253,46.333
k,87.806,87.876
k,94.397,94.427
k,95.657,95.747
k,95.907,95.977
k,100.836,100.966
k,101.126,101.166
k,107.61,107.72
k,142.596,142.656
k,142.716,142.756
k,142.886,142.946
k,143.516,143.616
k,230.804,230.854
k,235.618,235.648
k,245.252,245.352
k,249.062,249.172
k,251.442,251.492
k,254.972,255.002
k,255.992,256.032
k,257.237,257.297
k,257.407,257.447
k,260.424,260.454
k,271.547,271.587
k,271.677,271.707
k,277.455,277.495
k,277.495,277.525
k,290.708,290.748
k,290.748,290.848
k,307.265,307.295
k,314.559,314.599
k,315.089,315.119
k,315.119,315.179
k,316.039,316.089
k,317.609,317.639
k,319.239,319.269
k,319.269,319.359
k,320.893,320.933
k,321.113,321.153
k,324.556,324.636
k,327.9,327.94
k,329.0,329.03
k,332.881,332.931
k,333.091,333.191
k,335.241,335.271
k,335.271,335.331
k,340.445,340.545
k,350.173,350.223
k,352.73,352.79
k,365.566,365.626
k,366.156,366.216
k,370.112,370.152
k,372.793,372.833
k,374.863,374.903
k,374.973,375.023
k,375.133,375.193
k,375.293,375.353
k,388.094,388.134
k,389.894,389.924
k,390.184,390.244
k,392.104,392.154
k,395.37,395.43
k,397.996,398.056
k,398.056,398.146
k,399.146,399.186
k,399.476,399.526
k,400.406,400.446
k,400.846,400.916
k,401.036,401.096
k,411.46,411.64
k,411.98,412.01
k,415.931,415.961
k,416.651,416.681
k,416.681,416.721
k,417.261,417.391
k,418.191,418.231
k,419.616,419.646
k,420.816,420.866
k,421.136,421.166
k,421.856,421.896
k,421.896,421.956
k,423.116,423.156
k,423.156,423.206
k,424.386,424.426
k,426.022,426.052
k,427.262,427.302
k,428.472,428.512
k,435.584,435.614
k,436.584,436.664
k,437.504,437.534
k,440.216,440.246
k,458.686,458.726
k,458.726,458.786
k,459.946,459.976
k,459.976,460.026
k,489.731,489.771
k,493.704,493.744
k,493.874,493.964
k,495.574,495.604
k,498.04,498.08
k,500.696,500.736
k,501.016,501.096
k,502.206,502.246
k,502.396,502.486
k,504.557,504.597
k,504.707,504.797
k,510.574,510.634
k,512.134,512.174
k,512.244,512.284
k,516.731,516.771
k,518.936,518.996
k,519.356,519.426
k,519.886,519.936
k,520.226,520.296
k,522.798,522.838
k,543.336,543.376
k,543.446,543.476
k,543.476,543.506
k,547.216,547.276
k,547.326,547.366
k,547.366,547.426
k,547.636,547.666
k,553.413,553.463
k,557.681,557.711
k,557.841,557.911
k,558.461,558.491
k,564.143,564.173
k,564.443,564.473
k,565.543,565.573
k,565.673,565.713
k,566.293,566.323
k,567.301,567.361
k,574.064,574.114
k,587.188,587.238
k,592.365,592.415
k,592.415,592.485
k,593.645,593.845
k,595.223,595.273
k,595.803,595.853
k,601.23,601.28
k,601.84,601.88
k,603.31,603.42
k,604.583,604.613
k,605.976,606.176
k,607.856,607.886
k,608.636,608.706
k,608.706,608.796
k,611.466,611.516
k,611.516,611.606
k,612.689,612.729
k,613.229,613.269
k,613.969,614.019
k,614.019,614.099
k,615.259,615.319
k,615.319,615.419
k,622.029,622.079
k,622.079,622.159
k,622.789,622.819
k,622.939,622.979
k,624.393,624.423
k,624.423,624.473
k,626.12,626.21
k,627.429,627.469
k,628.909,628.939
k,629.729,629.759
k,629.859,629.899
k,634.397,634.457
k,634.847,634.887
k,634.887,634.977
k,635.037,635.087
k,639.544,639.574
k,639.574,639.664
k,640.317,640.347
k,640.687,640.717
k,640.807,640.837
k,646.646,646.676
k,654.697,654.777
k,665.46,665.53
k,665.77,665.83
k,671.941,671.991
k,674.311,674.341
k,676.204,676.234
k,689.304,689.394
k,691.348,691.408
k,694.308,694.338
k,694.598,694.688
k,696.902,696.972
k,701.2,701.26
k,706.27,706.3
k,706.97,707.02
k,707.16,707.23
k,710.506,710.556
k,713.708,713.748
k,717.612,717.662
k,719.232,719.272
k,721.428,721.458
k,722.358,722.398
k,722.878,722.978
k,725.558,725.588
k,728.477,728.537
k,729.117,729.147
k,731.649,731.819
k,735.627,735.677
k,758.118,758.148
k,758.228,758.268
k,758.358,758.388
k,758.448,758.478
k,787.86,787.96
k,793.228,793.288
k,793.718,793.748
k,797.564,797.654
k,797.934,798.044
k,801.882,801.912
k,802.882,802.912
k,803.292,803.422
k,810.022,810.092
k,817.429,817.459
k,818.149,818.219
k,826.848,826.878
k,835.717,835.787
k,858.406,858.546
k,859.726,859.906
k,860.036,860.086
k,865.73,865.76
k,865.82,865.85
k,867.46,867.55
k,870.85,870.89
k,872.43,872.5
k,873.12,873.22
k,874.291,874.321
k,874.381,874.411
k,879.271,879.301
k,887.707,887.757
k,888.901,888.971
k,889.051,889.091
k,906.89,906.93
k,908.35,908.38
k,908.76,908.82
k,909.87,909.99
k,910.739,910.779
k,911.759,911.819
k,913.859,913.929
k,919.606,919.646
k,919.646,919.696
k,923.398,923.428
k,925.168,925.238
k,930.224,930.264
k,930.454,930.554
k,932.397,932.437
k,932.827,932.867
k,947.019,947.049
k,947.109,947.209
k,947.299,947.369
k,947.369,947.559
k,947.839,948.099
k,950.269,950.319
k,954.088,954.118
k,954.188,954.228
k,960.788,960.818
k,965.719,965.789
k,967.519,967.559
k,968.906,968.976
k,970.166,970.236
k,970.606,970.656
k,971.576,971.616
k,971.966,972.016
k,972.236,972.266
k,973.536,973.646
k,983.396,983.436
k,984.156,984.186
k,984.506,984.536
k,984.606,984.656
k,986.756,986.796
k,986.996,987.036
k,988.016,988.046
k,1003.124,1003.234
