phone,minTime,maxTime
k,13.969,14.009
k,19.575,19.625
k,32.04,32.13
k,67.04,67.08
k,78.721,78.771
k,83.541,83.581
k,87.041,87.081
k,87.171,87.211
k,93.776,93.826
k,96.677,96.757
k,97.857,97.887
k,98.527,98.557
k,112.243,112.373
k,115.674,115.704
k,139.055,139.115
k,160.051,160.101
k,161.831,161.861
k,170.042,170.082
k,172.246,172.286
k,179.667,179.717
k,184.737,184.777
k,189.881,189.911
k,190.979,191.019
k,193.509,193.549
k,196.722,196.752
k,209.394,209.444
k,209.604,209.784
k,212.574,212.624
k,213.774,213.814
k,221.415,221.475
k,228.852,228.882
k,238.646,238.676
k,254.707,254.757
k,254.757,254.857
k,264.83,264.88
k,284.055,284.115
k,291.421,291.501
k,291.761,291.801
k,309.905,309.955
k,328.353,328.423
k,335.486,335.536
k,347.623,347.673
k,351.4,351.43
k,352.48,352.56
k,352.75,352.8
k,353.6,353.64
k,355.98,356.05
k,359.399,359.439
k,360.569,360.609
k,370.767,370.817
k,371.757,371.817
k,372.357,372.457
k,375.609,375.649
k,375.999,376.039
k,377.639,377.669
k,380.206,380.256
k,381.946,382.146
k,384.213,384.243
k,384.303,384.333
k,385.023,385.073
k,387.25,387.34
k,387.93,388.01
k,389.41,389.53
k,390.18,390.21
k,392.528,392.558
k,397.208,397.348
k,404.841,404.881
k,412.262,412.312
k,416.956,417.036
k,422.356,422.396
k,424.546,424.576
k,427.616,427.646
k,444.996,445.026
k,447.762,447.792
k,448.672,448.702
k,449.632,449.692
k,451.582,451.612
k,456.092,456.122
k,460.986,461.066
k,461.926,461.956
k,462.816,462.846
k,464.849,464.899
k,465.529,465.559
k,468.738,468.798
k,469.568,469.608
k,472.635,472.705
k,473.515,473.565
k,476.42,476.46
k,478.52,478.58
k,479.31,479.34
k,488.485,488.545
k,495.171,495.201
k,495.901,495.941
k,496.601,496.631
k,496.771,496.801
k,496.801,496.851
k,500.281,500.321
k,512.495,512.545
k,517.494,517.584
k,521.837,521.897
k,528.509,528.589
k,532.602,532.682
k,535.586,535.616
k,540.73,540.81
k,561.826,561.886
k,562.546,562.576
k,562.636,562.666
k,567.99,568.02
k,568.09,568.12
k,572.613,572.673
k,574.732,574.772
k,578.044,578.104
k,578.704,578.734
k,578.794,578.824
k,585.933,585.973
k,592.461,592.491
k,596.354,596.384
k,598.594,598.634
k,600.96,601.05
k,603.29,603.32
k,604.66,604.73
k,607.958,607.988
k,608.088,608.118
k,612.368,612.398
k,619.114,619.144
k,624.978,625.018
k,625.078,625.108
k,630.125,630.155
k,631.627,631.667
k,635.791,635.861
k,636.271,636.321
k,639.771,639.821
k,656.279,656.339
k,660.572,660.652
